"Test Case ID","Work Item Type","Title","Workstream","Phase","Priority","Category/Tag","Test Step","Step Action","Step Expected Result","Suite File"
"TC-P5.1-05","Test Case","Missing AC; relative links; status inconsistency","WS1","5.1","P1","DOC DEFECTS","","","","test-cases/WS1-Core-Infra-DB-Deploy/TC_Phase05.1_AppSecurity_WW1_Config.md"
"","","","","","","","1","Note no Acceptance Criteria given (other phases have AC)","Logged",""
"","","","","","","","2","Reference links are relative `../architecture/...` (may not resolve from Jira)","Logged",""
"","","","","","","","3","Checklist all ""NOT STARTED"" vs siblings ""COMPLETE""","Logged",""
"TC-P6-01","Test Case","All four domain services ticketed and deployed","WS1","6","P2","Completeness","","","","test-cases/WS1-Core-Infra-DB-Deploy/TC_Phase06_DeployDomainServices.md"
"","","","","","","","1","Confirm 4 tickets created (Member, Group/Product, Claims, Data Publisher) each with correct title + doc link","All 4 present",""
"","","","","","","","2","Confirm each deployed to all environments","Complete",""
"TC-P6-02","Test Case","Each service running and smoke-validated","WS1","6","P2","Functional — service health","","","","test-cases/WS1-Core-Infra-DB-Deploy/TC_Phase06_DeployDomainServices.md"
"","","","","","","","1","NextGen + SQA confirm each service running","Healthy",""
"","","","","","","","2","SQA smoke test per service (note: smoke only; deep functional deferred)","Passes",""
"TC-P6-03","Test Case","Failure handling per AJ & NextGen team","WS1","6","P2","Rollback","","","","test-cases/WS1-Core-Infra-DB-Deploy/TC_Phase06_DeployDomainServices.md"
"","","","","","","","1","On failure, rollback executed","Restored",""
"TC-P6-04","Test Case","Broken infosec prereq reference","WS1","6","P2","DOC DEFECT","","","","test-cases/WS1-Core-Infra-DB-Deploy/TC_Phase06_DeployDomainServices.md"
"","","","","","","","1","Prereq ""3.1 Security setup"" → `Phase03.1_Infosec.md` (infosec is 3.4)","Broken/wrong ref",""
"TC-P4.4-01","Test Case","Verified Payment DB backup before shrink","WS2","4.4","P1","CRITICAL — Safety","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Confirm a validated, restorable Payment DB backup exists (Phase 4.2)","Present & verified",""
"","","","","","","","2","Block shrink if absent","Hard stop",""
"TC-P4.4-02","Test Case","Payment shrink only for Tier-3/small BUs","WS2","4.4","P1","CRITICAL — Tier gate","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Confirm client is Tier 3 (e.g., SLE)","Applies",""
"","","","","","","","2","Non-Tier-3 → do not run without architect sign-off","Gated",""
"TC-P4.4-03","Test Case","Payment DB name + group IDs correct/complete","WS2","4.4","P1","CRITICAL — Scoping correctness","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Verify PaymentDatabaseName resolved correctly (no `REF[]`)","Correct",""
"","","","","","","","2","Verify Purchaser/Parent/Sub-Group IDs match the client & are complete/well-formed","Exact & complete",""
"","","","","","","","3","Confirm consistency with Phase 4.3 scoping (same client definition)","Identical IDs",""
"TC-P4.4-04","Test Case","Only client payment data, complete & balanced","WS2","4.4","P1","CRITICAL — Payment integrity post-shrink","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Confirm reduced Payment DB holds only the target client's payment data","No other clients' payments",""
"","","","","","","","2","Confirm client payment records complete (no missing recent transactions)","Complete",""
"","","","","","","","3","Financial sanity checks (totals/counts vs expected) reconcile","Reconciled",""
"TC-P4.4-05","Test Case","Before/after size documented; reduction confirmed","WS2","4.4","P1","Metrics","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","DBA records before/after size in Step 1 ticket","Recorded",""
"","","","","","","","2","SQA confirms reduction","Confirmed",""
"TC-P4.4-06","Test Case","Step 2 linked to Step 1; bugs → DBA","WS2","4.4","P1","Linkage & defect flow","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Validation story linked (""relates to""/""validates"")","Linked",""
"","","","","","","","2","Issues raised as bugs to DBA","Routed",""
"TC-P4.4-07","Test Case","Per-env order DEV→QAR→PROD→HFX","WS2","4.4","P1","Sequential env","","","","test-cases/WS2-Payments-Oracle/TC_Phase04.4_WWShrinkPayment.md"
"","","","","","","","1","Separate run+validate per env, in order","Honored",""
"TC-P5.2-01","Test Case","Reach Payment UI via WW1.0 → Commercial BU","WS2","5.2","P1","Functional — Payments navigation","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.2_DeployWWPayments.md"
"","","","","","","","1","From WW1.0 URL, select **""Commercial""** business unit","BU selected",""
"","","","","","","","2","Navigate ""Misc Payment Transaction"" → Miscellaneous Transactions page","Page loads",""
"","","","","","","","3","Click ""Home"" → ""Welcome to Payment UI""","Displayed",""
"TC-P5.2-02","Test Case","Correct Tier deployment file selected","WS2","5.2","P1","CRITICAL — Tier file","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.2_DeployWWPayments.md"
"","","","","","","","1","Confirm ""select appropriate tier file"" uses the Tier from Phase 1","Correct Tier file",""
"TC-P5.2-03","Test Case","Core payment transaction works on reduced DB","WS2","5.2","P1","Functional — payment integrity","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.2_DeployWWPayments.md"
"","","","","","","","1","Execute a representative miscellaneous payment transaction (test data)","Processes correctly",""
"","","","","","","","2","Confirm operates against the correctly-scoped (WW-Shrink) Payment DB","Client data only",""
"TC-P5.2-04","Test Case","Broken Phase 5 link; duplicate description link","WS2","5.2","P1","DOC DEFECTS","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.2_DeployWWPayments.md"
"","","","","","","","1","Prereqs link Phase 5 as `Phase05_DeployWWApplications.md` (actual `Phase05_DeployWW1.0AndConfig.md`)","Broken link (3×)",""
"","","","","","","","2","Description link #4 duplicates #3 (`applications-deployment-WW`)","Placeholder/wrong link",""
"TC-P5.3-01","Test Case","SSO app added is the Payments app, not WW1.0","WS2","5.3","P1","CRITICAL — correct instance","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.3_AppSecurity_Payments.md"
"","","","","","","","1","Inspect the SSO app/integration created","Targets the **Payments** instance/portal",""
"","","","","","","","2","Confirm not a copy-paste of the WW1.0 (5.1) config","Distinct, correct app",""
"TC-P5.3-02","Test Case","","WS2","5.3","P1","Security — SSO + auth on Payments","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.3_AppSecurity_Payments.md"
"","","","","","","","1","Okta SSO login to Payments portal","Success; correct RBAC",""
"","","","","","","","2","Invalid login handled; auth events logged","Yes",""
"TC-P5.3-03","Test Case","","WS2","5.3","P1","CRITICAL — PHI / ForcePoint DSS on payments data path","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.3_AppSecurity_Payments.md"
"","","","","","","","1","Confirm ForcePoint DSS fingerprinting covers the payments PHI/financial data path","Configured, correct client-ID",""
"TC-P5.3-04","Test Case","Missing AC; copy-paste risk; status inconsistency","WS2","5.3","P1","DOC DEFECTS","","","","test-cases/WS2-Payments-Oracle/TC_Phase05.3_AppSecurity_Payments.md"
"","","","","","","","1","No Acceptance Criteria; near-identical to 5.1; checklist ""NOT STARTED""","Logged D-P5.3-1..2",""
"TC-P7-01","Test Case","SSIS connection strings updated for the new tenant","WS4","7","P2","CRITICAL — cross-tenant safety","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase07_TWSJobs.md"
"","","","","","","","1","Inspect SSIS `.dtsConfig` connection strings","Point at the new tenant's DBs only",""
"","","","","","","","2","Confirm no residual pointer to another tenant/source","No cross-tenant string",""
"TC-P7-02","Test Case","Business unit entries added to config tables","WS4","7","P2","Config data","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase07_TWSJobs.md"
"","","","","","","","1","Confirm BU entries added in `WindwardInterfaces` config table(s)","Present",""
"","","","","","","","2","Verify exact table name (doc hedges ""`tblClient_BU` or equivalent"") with DBA","Confirmed authoritative name",""
"TC-P7-03","Test Case","FTP connections/paths for Oracle integration correct","WS4","7","P2","Integration","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase07_TWSJobs.md"
"","","","","","","","1","Confirm FTP connections and file paths configured","Correct endpoints/paths",""
"TC-P7-04","Test Case","Automated jobs run successfully for the tenant","WS4","7","P2","Functional — job execution","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase07_TWSJobs.md"
"","","","","","","","1","Trigger/observe scheduled TWS jobs","Run, complete, correct data refresh",""
"","","","","","","","2","Verify dependency chains and restart/error handling","Behave correctly",""
"","","","","","","","3","Confirm Tier-appropriate job spec set applied","Correct set",""
"TC-P7-05","Test Case","TBD owners; non-authoritative table name; status","WS4","7","P2","DOC DEFECTS","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase07_TWSJobs.md"
"","","","","","","","1","Most owners + all managers ""TBD""; checklist ""NOT STARTED""; ""`tblClient_BU` or equivalent""","Logged D-P7-1..2",""
"TC-P9-01","Test Case","Connection strings point at the new tenant DB","WS4","9","P1","CRITICAL — cross-tenant","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase09_TrustedView.md"
"","","","","","","","1","Inspect Trusted View job connection strings","New tenant DB only",""
"TC-P9-02","Test Case","Jobs scheduled & refresh confirmed","WS4","9","P1","Step 1 — scheduling/refresh","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase09_TrustedView.md"
"","","","","","","","1","Confirm jobs scheduled at appropriate intervals","Scheduled",""
"","","","","","","","2","Confirm successful execution + data refresh","Refresh confirmed",""
"","","","","","","","3","Confirm off-peak scheduling to avoid rebuild timeouts on large volumes","Off-peak",""
"TC-P9-03","Test Case","All tables populated, counts/integrity correct","WS4","9","P1","CRITICAL — Step 2 rebuild integrity","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase09_TrustedView.md"
"","","","","","","","1","Run rebuild stored procedures (Step 2)","Complete without error",""
"","","","","","","","2","Verify **no table left unpopulated**","All populated",""
"","","","","","","","3","Verify row counts / integrity vs business rules","Consistent",""
"TC-P9-04","Test Case","Step 2 only after Step 1 COMPLETE","WS4","9","P1","Sequencing","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase09_TrustedView.md"
"","","","","","","","1","Confirm rebuild runs only after jobs configured","Order honored",""
"TC-P9-05","Test Case","Mermaid node concat; typo; no distinctive ref link","WS4","9","P1","DOC DEFECTS","","","","test-cases/WS4-Jobs-Correspondence-Reporting/TC_Phase09_TrustedView.md"
"","","","","","","","1","Mermaid `S7[...]S8[...]` nodes concatenated on one line","Logged",""
"","","","","","","","2","""checksvalidation"" typo (Step 2 desc)","Logged",""
"","","","","","","","3","Only generic `/architecture` link (no Trusted View spec)","Logged",""
"TC-P6.1-01","Test Case","All environments covered despite one ticket","WS5","6.1","P2","Env coverage — single ticket","","","","test-cases/WS5-Member-Facing/TC_Phase06.1_DeployBusinessService.md"
"","","","","","","","1","Confirm the deployment covers DEV, QAR, PROD, HFX","All four deployed",""
"","","","","","","","2","Confirm none lost due to single-ticket model","Complete coverage",""
"TC-P6.1-02","Test Case","Service running & validated","WS5","6.1","P2","Functional — service health","","","","test-cases/WS5-Member-Facing/TC_Phase06.1_DeployBusinessService.md"
"","","","","","","","1","NextGen team + SQA confirm service running","Healthy",""
"","","","","","","","2","SQA smoke test (note: SQA does smoke only here, not full functional)","Passes",""
"TC-P6.1-03","Test Case","Rollback path exercised if deploy fails","WS5","6.1","P2","Rollback","","","","test-cases/WS5-Member-Facing/TC_Phase06.1_DeployBusinessService.md"
"","","","","","","","1","On failure, ""AJ & NextGen team"" perform rollback","Service restored",""
"TC-P6.1-04","Test Case","Inconsistent infosec prereq ref; TBD owners; unidentified ""AJ""","WS5","6.1","P2","DOC DEFECTS","","","","test-cases/WS5-Member-Facing/TC_Phase06.1_DeployBusinessService.md"
"","","","","","","","1","Prereq references `Phase03.1_Infosec.md` (Phase 5 uses `Phase03.3_Infosec_IT_Intake.md`; actual infosec is 3.4)","Inconsistent ref",""
"","","","","","","","2","Manager/IT Lead = ""TBD""; rollback owner ""AJ"" lacks full name/email","Logged",""
"TC-P9.1-01","Test Case","Provider data synchronized completely","TBD","9.1","P2","CRITICAL — sync correctness","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.1_ProviderCopyJob.md"
"","","","","","","","1","Run job; compare provider counts source vs target","Counts match; no partial sync",""
"","","","","","","","2","Spot-check known providers copied","Present and correct",""
"TC-P9.1-02","Test Case","Connection strings tenant-specific","TBD","9.1","P2","Cross-tenant safety","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.1_ProviderCopyJob.md"
"","","","","","","","1","Inspect job connection strings","New tenant source/target only",""
"TC-P9.1-03","Test Case","Service account permissions sufficient","TBD","9.1","P2","Permissions","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.1_ProviderCopyJob.md"
"","","","","","","","1","Confirm job service account has required DB permissions","No permission errors (per Common Issues)",""
"TC-P9.1-04","Test Case","Runs at appropriate intervals","TBD","9.1","P2","Scheduling","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.1_ProviderCopyJob.md"
"","","","","","","","1","Confirm schedule configured","Correct interval",""
"TC-P9.1-05","Test Case","Embedded ""links"" are tasks; TBD managers; status","TBD","9.1","P2","DOC DEFECTS","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.1_ProviderCopyJob.md"
"","","","","","","","1","Description items 3–6 are instructions, not links; managers TBD; checklist ""IN PROGRESS""","Logged D-P9.1-1",""
"TC-P9.2-01","Test Case","Snapshot/backup exists before any downsizing","TBD","9.2","P1","CRITICAL — Safety","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","Confirm EC2/EBS snapshot taken before resource removal","Snapshot exists (rollback per Common Issues)",""
"","","","","","","","2","Block changes if no snapshot","Hard stop",""
"TC-P9.2-02","Test Case","EBS cannot be shrunk","TBD","9.2","P1","CRITICAL — DOC defect / AWS limitation","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","Confirm the approach used is delete-and-recreate (with snapshot/migration), not in-place shrink","Correct method",""
"","","","","","","","2","Flag the contradictory guidance","Logged",""
"TC-P9.2-03","Test Case","CPU/disk reduced based on CloudWatch, headroom retained","TBD","9.2","P1","Right-sizing correctness","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","Base reductions on CloudWatch utilization for the Tier","Data-driven",""
"","","","","","","","2","Confirm adequate headroom retained (not over-reduced)","Safe margin",""
"TC-P9.2-04","Test Case","All apps/services validated post-change against thresholds","TBD","9.2","P1","Performance — CRITICAL","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","After resizing, run performance validation across all apps/services","Within thresholds",""
"","","","","","","","2","Confirm no degradation/outage","Healthy",""
"TC-P9.2-05","Test Case","New configs + cost savings recorded in Env Variables","TBD","9.2","P1","Documentation","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","Update Env Variables spreadsheet with new configs","Updated",""
"","","","","","","","2","Document cost savings","Recorded",""
"TC-P9.2-06","Test Case","TBD owners; status","TBD","9.2","P1","DOC DEFECTS","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase09.2_RemoveExtraResources.md"
"","","","","","","","1","All Work Assignment owners + Infra Team + manager ""TBD""; checklist ""IN PROGRESS""","Logged D-P9.2-2",""
"TC-P10-01","Test Case","Backup taken & verified before EVERY removal","TBD","10","P1","CRITICAL — Safety","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","For each target DB, confirm a backup is taken **before** running removal scripts","Backup exists",""
"","","","","","","","2","Confirm backup is restorable (integrity verified)","Restorable",""
"","","","","","","","3","Block removal if no verified backup","Hard stop",""
"TC-P10-02","Test Case","Tenant live on AWS + business sign-off before removal","TBD","10","P1","CRITICAL — Go/no-go gate","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Confirm tenant verified live/operational on AWS","Confirmed",""
"","","","","","","","2","Confirm documented business sign-off for COM data removal","Sign-off on file",""
"","","","","","","","3","Confirm migration validated (environment testing complete)","Validated",""
"TC-P10-03","Test Case","Only the tenant's SLE/Selector data removed","TBD","10","P1","CRITICAL — Scope correctness","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Verify Selector Type + Selector Values match the migrated tenant exactly (from Env Variables)","Exact",""
"","","","","","","","2","Confirm removal scripts target only those selectors","Scoped correctly",""
"","","","","","","","3","Confirm **no other client's** data is in scope","Isolated",""
"TC-P10-04","Test Case","Record counts prove correct removal","TBD","10","P1","CRITICAL — Before/after validation","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Capture record counts **before** removal","Baseline recorded",""
"","","","","","","","2","Capture counts **after** removal","Recorded",""
"","","","","","","","3","Delta equals expected tenant-data volume; SLE data confirmed gone; non-tenant counts unchanged","Reconciles",""
"TC-P10-05","Test Case","Removal handles constraints without corruption","TBD","10","P1","Integrity — FK/dependencies","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","If FK constraints/dependencies block removal, follow documented resolution (remove dependents first / temporarily disable)","Clean removal",""
"","","","","","","","2","Post-removal integrity check on remaining COM data","No corruption/orphans",""
"TC-P10-06","Test Case","Steps executed in order 1→2→3→4","TBD","10","P1","Sequencing","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Windward (1) → Payment (2) → Config (3) → AWS Claims Domain (4), each prior COMPLETE","Order honored",""
"TC-P10-07","Test Case","Removal scheduled off-peak; batched for large volumes","TBD","10","P1","Performance/timing","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Confirm large-volume removals scheduled off-peak / batched (per Common Issues)","No production impact",""
"TC-P10-08","Test Case","Applicability TODO for KCL & Prebuild BU","TBD","10","P1","DOC / open question","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase10_RemoveSLEData.md"
"","","","","","","","1","Note the phase-top TODO: ""Double-check with Mel how relevant this activity is with KCL & Prebuild BU""","Resolve before running for those clients",""
"","","","","","","","2","Managers ""TBD"" throughout","Logged",""
"TC-P11-01","Test Case","Phase 10 fully complete & validated before online","TBD","11","P1","CRITICAL — Gate","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","Confirm all four Phase 10 removals Done & validated by DBA","Confirmed",""
"","","","","","","","2","Confirm DB integrity post-removal","Intact",""
"","","","","","","","3","Block bring-online if any Phase 10 step incomplete","Hard stop",""
"TC-P11-02","Test Case","PROD only","TBD","11","P1","Environment gating","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","Confirm ticket targets PRODUCTION only","Correct",""
"","","","","","","","2","No DEV/QAR bring-online performed","None",""
"TC-P11-03","Test Case","COM online, reachable, services running","TBD","11","P1","CRITICAL — Online + connectivity","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","DBA brings Windward_Commercial online","Online",""
"","","","","","","","2","Verify DB connectivity & accessibility","Reachable",""
"","","","","","","","3","Confirm SQL Server services running properly","Running",""
"","","","","","","","4","Document exact time brought online","Timestamp recorded",""
"TC-P11-04","Test Case","Apps connect & operate against COM","TBD","11","P1","SQA — application connectivity","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","SQA validates application connectivity to COM","Apps connect",""
"","","","","","","","2","Confirm no errors post-online (monitor window)","Clean",""
"TC-P11-05","Test Case","Application teams & stakeholders notified","TBD","11","P1","Comms","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","Confirm app teams/stakeholders notified COM is operational","Notified",""
"TC-P11-06","Test Case","Failure paths handled","TBD","11","P1","Contingency — known issues","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_Phase11_BringComDBOnlinePROD.md"
"","","","","","","","1","If DB won't come online (corruption/config) → review logs, integrity, **restore from backup** if needed","Recovery path works",""
"","","","","","","","2","App connectivity / service-start / performance issues → documented resolutions applied","Resolved",""
"TC-PX-01","Test Case","No E2E start until every prior phase passes","TBD","X","P1","Gate — all phases complete","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Confirm every phase 1–12 COMPLETE with its suite executed/passing (or risk-accepted)","All complete",""
"","","","","","","","2","Confirm placeholder phases (7.1–7.5, 8, 12) were authored & passed, not skipped on empty templates","Real coverage",""
"TC-PX-02","Test Case","Testing backlog, strategy, plan, cases in place","TBD","X","P1","Feature + backlog built","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Confirm Jira **Feature** created (not Story) with correct title + Testing/Strategy links","Feature created",""
"","","","","","","","2","Confirm SQA built the testing backlog: strategy, execution plan, cases, automation (if needed)","Built",""
"TC-PX-03","Test Case","Full onboarding behaves correctly end-to-end","TBD","X","P1","Functional E2E — cross-workstream","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Execute end-to-end functional flows spanning WS1–WS5: member enrollment → eligibility (WS3) → claims adjudication → payments (WS2) → correspondence/reporting (WS4) → portal/mobile access (WS5)","Correct end-to-end",""
"","","","","","","","2","Confirm data consistent across Windward, domain services, Trusted View, on-prem replicas","Consistent",""
"TC-PX-04","Test Case","Tenant meets performance/load targets for its Tier","TBD","X","P1","Performance — acceptance","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Run load representative of the Tier's member/claims volume","Within response-time & resource thresholds",""
"","","","","","","","2","Confirm WW-Shrink-reduced DBs + right-sized infra (Phase 9.2) sustain load","Acceptable",""
"TC-PX-05","Test Case","Business signs off","TBD","X","P1","UAT — business acceptance","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Business/UAT participants validate key scenarios","Accepted",""
"","","","","","","","2","UAT results documented","Recorded",""
"TC-PX-06","Test Case","Critical/High bugs resolved before go-live","TBD","X","P1","Exit gate — bug resolution","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Confirm bugs reported, tracked (dashboards), and **all critical/high resolved**","Resolved",""
"","","","","","","","2","Confirm results documented/reported via Jira","Reported",""
"TC-PX-07","Test Case","""Phase 1 through Phase 13"" reference","TBD","X","P1","DOC DEFECT","","","","test-cases/TBD-Cleanup-Cutover-DR-UAT/TC_PhaseX_EndToEndTest_UAT.md"
"","","","","","","","1","Step intro says ""Phase 1 through Phase 13"" but the playbook ends at Phase 12 / Phase X","No Phase 13 exists",""
